Date,AAVE,BTC,LINK,COMP,CURVE,ETH,SUSHI,SYNTH,UNI,YFI
2021-10-21,316.3311305,65900.09588,27.46617419,322.8880221,2.933921662,4129.931088,11.53268077,9.920747913,27.04140828,36035.09066
2021-10-20,303.7582576,64273.65275,25.92101282,308.5884303,2.797226893,3878.66545,10.72546358,9.395802394,26.04047781,34753.13322
2021-10-19,293.9725598,62020.71283,25.71031531,305.3023374,2.794212833,3747.077121,10.79733964,9.39855504,25.64628438,33847.61824
2021-10-18,304.4146091,61528.62159,26.52646619,310.7712328,2.869089511,3846.801551,11.16624938,9.559814125,25.92594678,34453.85192
2021-10-17,304.7033253,60890.2477,27.22365389,316.7635506,2.90696619,3828.579612,11.39246147,9.765671662,27.0038753,35121.17635
2021-10-16,301.289136,61627.8224,26.97697858,316.3292125,2.899315649,3864.853617,11.06897839,9.751683999,25.87838345,36014.29016
2021-10-15,303.5693915,57318.67394,26.68851341,314.780698,2.887453416,3777.70867,10.74611126,9.933660082,26.42544917,35324.98247
2021-10-14,297.4924373,57391.01291,25.53680302,304.6820871,2.964399946,3606.847456,10.33442372,9.395586655,24.66993582,34623.66847
2021-10-13,283.8123411,56030.30157,24.62974706,306.2659723,2.685746095,3491.989676,10.0445193,9.220104078,23.4473046,34872.72108
2021-10-12,290.6391956,57485.67996,25.23101493,302.8544795,2.695369867,3544.357241,10.32910193,9.602060746,24.15878196,35441.4873
2021-10-11,288.2406498,54711.15401,25.5775041,303.4698258,2.699432771,3417.523914,10.34328442,9.602347305,24.20632787,32634.77034
2021-10-10,307.2582029,54968.2166,27.43927339,330.2049688,2.905220952,3575.146293,10.93775591,10.18524928,25.12878964,33972.59529
2021-10-09,307.6114085,53963.00996,26.39903823,313.6461463,2.959726025,3564.581248,10.74701412,10.07790735,24.76628462,34618.63738
2021-10-08,305.7438058,53870.13373,26.89536374,316.5741325,2.800418623,3600.921403,10.84170084,10.28377596,25.56759709,32212.87077
2021-10-07,312.1083643,55318.57615,26.82819355,306.6984823,2.739498749,3576.055648,10.5656649,10.23766747,25.28132187,32058.40924
2021-10-06,307.7794664,51504.8629,27.24208255,309.8735355,2.942082111,3517.163853,10.81647375,10.48858431,25.65521377,31893.61742
2021-10-05,301.0843132,49233.16104,26.61055717,313.1916589,2.878144444,3386.491915,10.36541934,10.28415916,25.33484916,30790.8659
2021-10-04,310.6654913,48212.06064,27.56930415,326.5458792,2.817636291,3419.04719,10.81906145,10.71018112,25.99772303,31370.5554
2021-10-03,316.6669539,48101.93319,27.43537332,341.7932833,2.591738571,3414.890407,11.05803754,11.09446376,26.48096047,32330.40841
2021-10-02,300.1705763,48145.56385,26.35137657,325.3744243,2.52301939,3299.37723,10.82266371,10.48587006,25.37111283,31679.24798
2021-10-01,275.3585893,43788.11104,23.76648152,309.2641318,2.322086386,3003.677152,10.06991538,9.582594472,23.3171586,29182.15656
2021-09-30,265.2776519,41560.89723,22.87643063,305.7603328,2.288744078,2851.831835,9.506039135,9.280875198,23.01498748,28598.05534
2021-09-29,264.1347109,41646.9796,22.24670529,323.2636538,2.299892599,2859.027804,9.766877573,9.420698058,23.40119635,28495.93035
2021-09-28,277.1328523,43063.45857,23.51946788,344.3789169,2.370378362,2995.432159,10.01318118,10.00971797,22.52028641,29282.35989
2021-09-27,293.3732601,43171.27064,24.58755827,353.5511314,2.54321159,3060.631095,11.39558372,10.4506565,24.02828562,30383.93388
2021-09-26,275.0784182,42687.59352,24.50507658,331.0568683,2.308392684,2929.612364,9.510403129,10.17903585,19.48176838,30244.99255
2021-09-25,280.8753852,42846.53675,23.28381793,341.3828563,2.428931349,2931.904799,9.680971623,10.51758751,19.66748163,29292.91448
2021-09-24,309.0144203,44887.89637,25.44461196,374.2498069,2.788789477,3156.010288,10.62531108,11.75147251,21.50901291,31290.13433
2021-09-23,301.8719759,43567.97225,24.462779,347.8135984,2.451003894,3067.534363,10.50569435,10.93310439,21.62228335,30527.91679
2021-09-22,271.4923596,40721.52881,21.43166972,312.5015836,2.194104238,2766.234916,9.223490176,9.51871522,19.04500574,27396.78951
2021-09-21,291.2219922,42842.03677,23.50228419,336.0945277,2.401979501,2996.324439,10.23484171,10.59251434,20.84690588,29482.89389
2021-09-20,339.9218171,47246.92424,27.36894577,392.659423,3.038593934,3328.029358,12.01295611,12.78412279,23.87900096,32990.56674
2021-09-19,354.3403103,47975.57289,28.17746022,399.1399775,2.881037077,3420.364631,12.57932294,12.48930107,24.21933269,33723.22755
2021-09-18,354.3908701,47282.77495,27.71039846,400.1075378,2.803850066,3397.139662,12.4892197,12.77913379,24.30246363,33245.19749
2021-09-17,384.2845799,47772.76007,29.82719172,422.2818908,3.102916886,3571.097508,14.94268132,14.64120242,26.27217612,34780.96127
2021-09-16,414.5317489,48172.47628,30.74318199,443.5286813,3.01547147,3615.152933,15.15766792,14.97336274,27.46687743,36594.02423
2021-09-15,384.5114842,47098.42098,30.76898727,446.8052733,2.796787611,3409.73178,13.15888218,13.78861998,25.66078494,35654.06823
2021-09-14,330.6445698,44948.11188,26.93266521,384.8487945,2.355583295,3285.094114,11.08702448,12.63067402,22.668148,32752.3398
2021-09-13,333.1641596,46043.93423,29.37009481,403.3050732,2.423708842,3409.739624,11.85524018,10.95515693,23.70416942,33304.91649
2021-09-12,328.5757612,45193.97061,26.99310992,397.2186588,2.268504214,3267.273621,10.57638005,10.81310781,22.7287164,32962.52308
2021-09-11,312.0665262,44850.64914,26.3437026,391.7735923,2.140987926,3208.591414,10.11969424,10.53949261,22.29392065,32784.14419
2021-09-10,330.0897291,46393.44024,27.98385927,411.7468794,2.376746862,3428.043258,10.99204286,11.3005608,23.30669349,34331.95674
2021-09-09,333.7015782,46297.16942,27.24875063,411.8316848,2.00330807,3515.046019,11.33716634,11.03967279,23.29517126,34845.2474
2021-09-08,346.1420173,46805.80778,28.19754574,412.0604388,1.984741052,3433.144226,10.90560438,10.71829007,24.23793097,34535.87934
2021-09-07,408.885112,52663.58558,34.80752205,509.4456761,2.490504623,3931.603078,13.63330927,13.57061151,28.85162241,42302.49983
2021-09-06,417.1799232,51780.91187,33.543644,510.229913,2.479101822,3953.705626,14.28447989,12.93789225,29.37473775,42970.92088
2021-09-05,398.0216705,49941.30923,29.90385743,471.6024568,2.271405178,3888.863962,13.11066608,12.36326751,28.58447252,41521.09261
2021-09-04,395.032242,50064.94866,30.7860106,466.7772792,2.207923559,3940.095101,13.06285647,12.45042697,28.67085606,40445.29492
2021-09-03,399.6773343,49718.56069,29.97776146,462.486299,2.205493213,3788.540571,13.14027138,12.51173767,29.95903663,38695.19743
2021-09-02,413.9224512,48841.19611,29.75338174,479.4396902,2.315109781,3794.71959,13.89007679,12.50755198,31.3549299,40020.52524
2021-09-01,391.5806856,47006.33517,26.72435759,441.1301663,2.232160168,3418.216735,12.04601697,11.38522213,29.3647247,38317.16295
2021-08-31,357.718971,47029.18185,25.03735769,419.8682262,2.094348416,3272.732085,11.70513594,11.10956724,26.84027931,36924.99485
2021-08-30,364.2930806,48835.14323,25.80118212,418.6190765,2.105000528,3226.047891,11.61196311,11.65021615,26.8030903,37502.63603
2021-08-29,367.0214847,48901.58913,25.73196362,413.7465853,2.092219984,3244.529179,11.76972043,11.98864448,26.8352949,38085.87876
2021-08-28,372.7520363,49071.13367,26.03038224,421.2894995,2.17892682,3272.149092,12.21592088,12.23222375,27.39132485,37801.76032
2021-08-27,350.8824659,46899.49544,24.39849531,405.2746971,2.050825963,3127.203589,11.61525862,11.42678257,25.52554417,36153.57104
2021-08-26,384.1853259,48971.08935,26.53733344,435.4929256,2.196604359,3227.527506,12.24817542,12.40553265,27.06403378,38295.11292
2021-08-25,378.1766825,47727.11408,25.75676029,423.0684763,2.097737817,3172.0039,12.32498132,12.22461431,26.65866271,37102.90148
2021-08-24,409.3838764,49517.3756,28.63536667,465.2247526,2.36279889,3334.667516,13.7854101,13.29799003,28.79655514,39981.36146
2021-08-23,401.2945256,49311.59995,28.01906079,460.3239226,2.447015611,3241.468327,13.76267777,13.54600282,28.42406299,39513.029
2021-08-22,400.100754,48886.85918,27.87647226,462.6936315,2.222288224,3238.975727,13.68416561,13.08964831,28.25237066,38986.39505
2021-08-21,409.3054199,49326.87446,28.69628136,480.1430283,2.270103055,3286.405767,14.664722,12.58629719,28.86332203,39799.52877
2021-08-20,405.2401205,46745.81563,27.09273655,456.0333815,2.150568288,3184.61756,13.99914932,12.39285279,27.96933712,39123.41031
2021-08-19,380.4344523,44801.34211,25.45675849,436.1414363,1.915198391,3027.666986,12.5784301,11.34194534,26.3613749,37193.78152
2021-08-18,395.399316,44674.72157,26.14398812,447.4872039,1.920872035,3011.545337,12.58336812,11.2356781,26.40769784,37868.78
2021-08-17,414.0330506,46097.06784,27.99880724,470.2984281,2.125139146,3181.639721,12.60187685,12.15845183,29.35050268,39346.00605
2021-08-16,410.5754209,47056.23929,27.9091204,489.3254864,2.219119628,3310.590647,12.62126333,12.87360249,30.26119062,39869.30954
2021-08-15,414.5271726,47102.72863,27.14513828,477.2259714,2.261383786,3264.762474,12.18333383,12.98837535,30.10744191,39547.07493
2021-08-14,427.8454145,47824.19844,27.75537452,484.1806718,2.362334967,3323.90428,12.56823941,12.10188285,30.56258109,40205.99101
2021-08-13,392.1565886,44267.32571,24.88195899,453.460111,2.03153656,3035.643746,12.10967858,10.39365428,27.89766791,36943.83251
2021-08-12,402.9181924,45896.61804,25.92499567,468.5488576,2.038098467,3193.494149,11.23900858,10.67811172,28.97809242,37962.82346
2021-08-11,383.7831577,45619.63618,24.55727456,472.4586863,2.068681391,3143.801473,10.34999208,10.26433426,28.78248969,34903.3166
2021-08-10,374.4440751,46396.4632,24.23104561,467.7178718,1.874971149,3164.332581,9.823584002,10.16342892,28.35755892,33962.66744
2021-08-09,361.0759526,44209.13938,23.05365459,467.0378528,1.756936915,3015.983634,9.392976373,9.688298556,26.71512894,32766.90381
2021-08-08,385.4072245,44551.44713,24.68597766,507.3522052,1.91473626,3159.377297,10.33347194,10.54226566,28.26563427,34652.76872
2021-08-07,369.7926423,42864.08295,23.89845018,466.4479263,1.924550927,2892.634011,9.822770618,10.19175023,26.19172158,33215.36273
2021-08-06,373.1808439,40884.83,24.06714965,475.1718283,1.770123986,2828.452629,9.628585971,10.58146101,25.43981232,32943.66585
2021-08-05,338.9524824,39749.98808,24.1801281,464.5246311,1.623829441,2727.390248,8.745290972,9.65434343,23.52128995,33000.45989
2021-08-04,308.2943898,38136.04454,23.88972031,396.0396188,1.56804256,2518.660591,8.059081402,9.045560265,21.40162877,31813.97799
2021-08-03,320.3867313,39152.28128,23.47998623,407.5940972,1.62241332,2609.186237,8.36701188,9.493427905,22.3851898,32018.35708
2021-08-02,316.7250956,39978.234,22.09360851,409.9362693,1.659302743,2562.485123,8.494567489,9.480314438,22.01124704,32076.03045
2021-08-01,330.9896779,41561.59902,22.74842555,406.1065158,1.712547718,2534.995818,8.8734483,10.15436553,21.78991313,33135.33805
2021-07-31,321.0273804,42262.10991,22.31131189,404.724529,1.698647297,2467.986773,8.479868716,9.632465695,20.96358978,31368.64425
2021-07-30,311.5379028,40012.70964,19.35983256,396.1795929,1.621944012,2381.189406,8.16439058,9.955236792,19.55128018,30835.81904
2021-07-29,297.6587687,39999.6379,19.07077065,387.1956907,1.536472962,2300.320177,8.11703034,9.103556874,19.00064958,29848.45474
2021-07-28,300.0187158,39464.27416,19.51469558,392.7078165,1.563351383,2300.822896,8.169989137,9.363232042,18.8953347,29615.54153
2021-07-27,305.2834465,37327.27183,18.29413823,392.6650631,1.532745575,2231.082845,8.283968211,9.362001162,18.54235829,30044.21184
2021-07-26,288.0719569,35372.15365,16.76920171,391.3368032,1.524676636,2192.044039,8.335036583,8.405824317,18.28735465,29985.98019
2021-07-25,288.0366708,34300.96828,16.69872592,409.4092994,1.547590891,2187.873594,8.046038854,8.61786654,18.25754562,29534.43059
2021-07-24,289.8249426,33589.95369,16.51459138,417.6534273,1.606245169,2125.549363,8.600495939,8.762829289,18.6237954,29429.4732
2021-07-23,275.0978417,32188.99372,15.88594822,412.5667339,1.51768309,2015.802946,7.736274963,8.469468501,17.3218579,28295.71909
2021-07-22,258.7050649,32102.78233,15.27902536,376.0727154,1.443605612,1978.236351,7.075956504,8.466890579,16.71408569,28266.18165
2021-07-21,223.2822567,29793.1234,13.81038938,349.7404594,1.287847101,1787.810257,6.292302647,7.552583501,14.56758609,25789.00755
2021-07-20,238.1619282,30867.65078,14.50208146,339.1517219,1.343255305,1818.013354,6.640666933,8.156997273,15.71715076,26851.2916
2021-07-19,254.1874504,31785.86281,15.49134202,379.6761446,1.413413812,1893.370271,7.087248982,8.884955193,16.3191431,27981.31699
2021-07-18,253.0844014,31530.53767,15.35723772,378.7802566,1.424712153,1898.91594,7.480967247,8.842330945,16.12109054,27667.01431
2021-07-17,253.6013528,31411.62736,15.24679985,368.183255,1.419532653,1877.592421,6.360406248,8.906928334,16.36944401,27659.73835
2021-07-16,272.076606,31756.4486,15.73149748,398.598286,1.511961519,1915.416625,6.70574361,9.568974721,17.06151665,30074.54567
2021-07-15,279.3193226,32855.79039,16.93730074,410.0779038,1.597731443,1994.052172,7.115686009,10.45568159,17.87168602,31612.02222
2021-07-14,271.1820632,32735.40261,16.86615702,387.3393166,1.601332404,1938.490754,7.136422281,10.98507654,18.45686157,32329.73152
2021-07-13,296.815378,33145.0867,17.53198856,412.7521574,1.679518761,2034.678767,7.636883931,12.10163703,19.53664955,32877.99646
2021-07-12,304.635126,34228.39081,18.35619939,435.2559278,1.760382719,2138.898595,8.145641208,12.41333099,20.69396571,33795.44166
2021-07-11,294.8296634,33517.71436,18.21181401,423.1120629,1.700756517,2111.107929,7.995632221,11.04690205,20.25710814,33166.31537
2021-07-10,303.3424994,33794.91772,18.64040872,434.3374709,1.767317609,2143.280707,8.409846207,11.48050745,20.97760373,33487.97569
2021-07-09,292.2767673,32877.28756,18.31552863,415.0131729,1.730067028,2117.406584,7.919168112,9.594932543,20.23407197,33067.66366
2021-07-08,314.8089526,34049.45343,19.79013875,440.2896002,1.940752842,2315.932529,8.78303701,10.75013817,22.26670155,35425.97178
2021-07-07,316.8186037,34227.29439,20.0803331,482.0603761,1.965993418,2323.480404,8.97521623,11.22722911,22.40524232,35919.10524
2021-07-06,307.5354668,33685.21261,18.35132907,492.5822701,1.79814733,2195.219313,8.072728539,10.60956894,20.05028196,32414.92408
2021-07-05,276.6268381,35282.94934,19.23709703,444.1257246,1.83115888,2322.993716,7.920931336,8.58659408,20.75066318,33350.46608
2021-07-04,259.4926778,34667.73382,18.53250591,380.0388676,1.757734066,2225.793419,7.602273526,7.278493611,19.46434622,32636.24751
2021-07-03,234.344466,33806.74007,18.30958361,368.501756,1.659735614,2156.365884,7.442329242,6.912771213,18.23021809,32086.60421
2021-07-02,231.1003553,33557.67257,18.24020012,332.9421786,1.701792434,2111.497085,7.419535936,6.848440168,17.84198105,32003.69367
2021-07-01,250.6434297,35026.72197,19.49115739,338.4091261,1.815324522,2273.853463,8.141800099,7.331989661,19.27344154,33863.93704
2021-06-30,236.9002711,35865.49752,19.46669614,309.6652942,1.785611461,2160.496495,7.909430048,7.174815563,18.63090102,33596.50842
2021-06-29,227.6813178,34468.11705,18.80349948,312.4424329,1.609366146,2082.79583,7.605096508,7.005644269,17.73040966,31445.82317
2021-06-28,203.237584,34716.04762,18.41997921,257.3841534,1.5891,1984.779737,7.139896681,6.419640618,17.0933,30270.28481
2021-06-27,186.9892197,32177.70395,16.93013148,225.2831388,1.486026657,1829.900864,6.823855917,5.950782813,16.10632236,28714.17714
2021-06-26,187.2289489,31627.64041,16.88053042,222.4082735,1.445436971,1813.018614,6.3115397,5.82977724,15.82638273,28285.97752
2021-06-25,211.3452796,34672.03813,19.0389008,256.3374662,1.679469174,1989.098427,7.050074641,6.63312038,18.09752844,31349.00099
2021-06-24,207.7471894,33653.45918,18.37031553,241.8306906,1.503982992,1968.399336,7.060360918,6.651278117,17.79521597,30987.54951
2021-06-23,205.6285634,32488.85826,16.79030196,234.43687,1.40027244,1874.95134,6.800937047,6.323592259,16.36784692,28613.61036
2021-06-22,213.4059454,31685.11087,17.44024344,222.2944419,1.450496767,1891.003963,6.645254773,6.577027521,15.83979345,29442.04402
2021-06-21,272.9286105,35604.00294,21.66153837,293.633721,1.924633369,2243.592212,8.424405282,8.46420466,20.70662868,36070.73993
2021-06-20,255.5679074,35550.71962,20.36199393,272.8914875,1.858822468,2172.798772,7.496950921,8.098878736,19.83989131,33319.20378
2021-06-19,265.013711,35701.93096,21.23447913,278.2379402,1.918908567,2228.704091,7.80652199,8.307606251,20.3887572,34129.34751
2021-06-18,292.9615889,38031.89535,23.4021843,306.802305,2.0928779,2370.294266,8.46439975,8.999550284,22.13124147,36270.37937
2021-06-17,290.3386969,38340.04087,23.01227496,304.8432822,2.065100332,2367.877442,8.496198308,9.042144757,21.80125887,36397.21629
2021-06-16,311.8357061,40143.31358,24.53397381,325.2645775,2.238431053,2544.099447,9.107697779,9.727783992,23.42368958,38896.7431
2021-06-15,318.0929902,40878.68448,24.98884943,336.689375,2.278935923,2589.768828,9.258236555,10.09185108,24.16613336,39384.30126
2021-06-14,316.52,39020.78744,23.37190913,324.1584994,2.2074,2510.310216,8.649056122,9.1301,23.272,38574.54407
2021-06-13,278.4754062,35528.06743,21.66687662,296.1746512,2.080414985,2371.603108,7.846479676,8.459741729,21.28290515,36303.61958
2021-06-12,284.9568547,37320.3993,21.46936053,294.7605187,2.155399444,2351.924012,8.562162215,8.632724689,21.66218534,36865.72115
2021-06-11,310.025749,36689.35678,23.09221826,327.4957421,2.261102742,2471.347545,9.396001684,9.925303908,23.55426072,37803.0012
2021-06-10,338.6796346,37335.20618,25.57211597,363.8188537,2.523138017,2608.147611,10.53991941,10.88368104,25.10494645,40492.80374
2021-06-09,330.5293936,33454.84242,24.10305889,351.7241058,2.329433781,2515.752336,10.06869791,10.44239236,23.49909397,39796.16887
2021-06-08,334.0637278,33567.02144,24.5210373,342.8091904,2.143401461,2592.39645,10.256,10.80424496,24.20441065,40448.01262
2021-06-07,365.5952043,35837.74876,27.53559485,388.5266278,2.451704162,2713.962801,11.54827835,11.90602545,25.823,43082.84408
2021-06-06,356.7495648,35620.45166,27.12128529,387.3451624,2.5270761,2629.794348,11.55277614,11.65069637,25.61043004,42232.3912
2021-06-05,373.5599518,36879.49783,28.8711372,401.5690503,2.679753613,2687.968681,11.8545659,12.20620934,26.43472286,42664.63517
2021-06-04,397.6939766,39206.96045,32.19522098,449.2674733,2.501856055,2854.592784,13.19516448,13.53540387,28.64956332,45826.33505
2021-06-03,383.8909406,37562.27446,30.63982761,434.4818762,2.335545984,2704.886923,12.53702713,12.82809558,27.60686659,45199.53129
2021-06-02,372.817679,36683.37035,30.71590045,427.4114514,2.047430634,2634.230563,12.05249199,12.69194678,27.40892761,45080.11023
2021-06-01,381.7296235,37299.40902,32.06907154,436.4613836,1.962840498,2710.857539,12.50285359,13.47719885,28.22884679,46965.15207
2021-05-31,324.1364036,35656.93755,26.7544343,405.8,1.673058396,2384.949344,10.774,11.849,25.60970714,41842.76536
2021-05-30,298.452877,34642.82153,25.44544744,354.6954405,1.744389653,2281.450146,10.064,10.91572342,23.19483753,39183.03289
2021-05-29,320.4452918,35770.10122,27.95089765,377.4192775,1.590028311,2422.751963,10.6068617,11.95348735,25.88477156,41053.89315
2021-05-28,370.8912727,38418.17001,31.73927197,420.4678257,1.744678451,2735.852678,12.07541885,13.33324101,28.37920037,46889.50395
2021-05-27,415.34,39302.5883,33.646,464.2411591,1.894793554,2889.43,13.434,14.546,28.7287,50247
2021-05-26,371.1221573,38375.44292,27.61389856,427.9630003,1.614730207,2707.814457,12.23559055,13.64404409,25.23459718,46924.17514
2021-05-25,386.095159,38720.28463,26.41675965,426.2722314,1.626332893,2646.02286,11.98713274,13.90374525,24.66884982,48447.02
2021-05-24,294.6807581,34841.88434,19.90561056,342.5344897,1.326204686,2110.237948,9.026130179,11.78870447,16.74261494,32783.38277
2021-05-23,334.6846941,37512.23399,23.28508487,384.0061263,1.627435595,2293.038632,11.06505668,14.87948844,20.39015642,38483.69731
2021-05-22,373.3040652,37329.2123,25.58339369,449.560095,1.851798952,2433.033187,12.915566,16.36163629,21.99303032,43786.16216
2021-05-21,469.6825335,40860.05139,31.58620228,548.9198824,2.212842163,2787.851918,15.12796693,16.26393295,26.42898962,51868
2021-05-20,418.4743755,36990.08319,25.79551634,471.5155532,1.978869273,2458.735651,12.89543995,14.3995,24.4796,46131.05222
2021-05-19,631.8138935,43024.41499,42.5974213,666.8476939,3.494401937,3382.809578,21.45463124,23.26156877,35.07171839,73001.75172
2021-05-18,575.2439436,43705.25265,37.27160228,698.3818447,3.089040852,3288.477503,16.19414866,20.30913665,33.90274199,64362.44304
2021-05-17,527.4,46471.92245,40.71647257,684.2342334,3.2749,3584.562175,16.55111272,18.83918616,36.320902,65981.25053
2021-05-16,516.3619262,46950.80067,41.51767016,689.650986,3.210420548,3646.567557,16.19306853,19.2362324,36.59621725,67254.23
2021-05-15,595.517735,49904.84803,46.55647529,775.9782466,3.681463211,4083.899472,18.53843622,21.14034889,40.4537851,77754.48261
2021-05-14,508.4521716,49820.50042,43.09131849,765.4122505,3.360336497,3717.536428,14.769,23.70994533,37.31246487,66100.71112
2021-05-13,494.1251315,48698.05972,41.653161,726.9733118,3.21320034,3765.096256,14.9162,84.25522985,36.785,65490
2021-05-12,457.4398162,56755.75447,48.85796873,854.6182576,3.317787144,4175.416233,15.24612205,18.42996878,38.54698264,82911.2698
2021-05-11,433.2626983,56044.03808,46.39486515,784.5524955,3.10136547,3955.356516,13.84309193,16.2747854,36.6376,62200.9979
2021-05-10,460.2253224,58298.1413,53.5892446,771.4357112,3.445735751,3934.788465,15.486,17.80880854,39.49203004,53450.78556
2021-05-09,466.9987882,58855.23904,48.73065272,783.701017,3.571432588,3910.762582,16.30209534,18.44509095,40.49594816,54222.58351
2021-05-08,445.8050219,57380.12527,49.19590226,715.5403713,3.656318287,3485.641728,15.82948957,18.769073,39.7103298,53403.17
2021-05-07,453.276012,56431.63976,47.17388027,741.27,3.242361218,3492.531323,16.524,18.43787726,40.36020515,52374.64
2021-05-06,475.1089479,57497.21622,49.48236407,788.1211089,3.09487012,3526.898132,14.38351699,17.68112551,42.572,54582.95351
2021-05-05,461.0904437,53319.89363,45.57675118,741.306286,2.835389718,3250.447315,12.93750228,16.50357768,44.31365067,50301.93009
2021-05-04,517.8038242,57201.63713,42.06812758,832.0117396,3.247956152,3431.226175,14.39778646,18.849,40.94965944,51702.8058
2021-05-03,482.7519506,56601.41257,39.49644208,806.0990652,3.274580317,2950.878195,13.94765437,17.33319171,42.60305677,48543.92
2021-05-02,505.5683461,57837.39324,41.27898087,804.4182222,3.400253417,2947.059696,14.8656,18.15784674,40.3521,49830.48072
2021-05-01,444.7029764,57766.92929,38.15796709,742.6469792,3.335487544,2773.575586,14.36901942,18.23404506,40.66950426,48969.09387
2021-04-30,438.7966885,53590.12289,36.47637975,643.5670551,3.021707496,2759.338308,14.04453767,17.69365178,41.08275024,46846.78233
2021-04-29,461.2954254,54886.01541,36.27720572,647.8069543,3.044834826,2751.048164,14.30127274,16.85019333,42.9034,48132.68845
2021-04-28,441.1994075,55161.22776,37.17379045,659.1007877,3.128503472,2669.120881,14.28385712,17.14843816,39.69509016,48749.17551
2021-04-27,405.4885252,54032.89404,35.13123024,645.1616303,2.78093553,2538.138186,12.13897342,16.12890654,38.20622592,45368.49355
2021-04-26,349.1653263,49148.73631,31.68586524,554.1720471,2.383903611,2325.111486,10.97563229,14.13216765,34.409,39930.55858
2021-04-25,317.9331017,50115.23321,31.31802437,568.8738961,2.372790233,2214.832404,10.71035926,13.80297811,30.25577558,39262.73656
2021-04-24,344.3488593,51275.60835,35.28122746,624.2122805,2.647899209,2370.828595,11.84605051,14.93480647,32.98384452,43420.42189
2021-04-23,360.6866652,51730.37363,35.19200976,527.24,2.766125047,2401.058238,12.3342606,15.3019296,33.9755087,45406.71945
